40143180,6179537,2016-10-19T23:35:30Z,40137500,0,you should try vectorize your algorithm first arrange your data matrix xadd bias like xones then the weights leading from input layer first hidden layer must arranged matrix with dimensions xinput then what you feed your neuron function either sigmoid whatever the result like sigmoidxw the output neurons hidden level you add bias like before and multiply weight matrix the weights that lead from hidden layer hidden layer and hope this helps get you started vectorizing your code least for the feedforward part the backpropagation part little trickier but luckily involves the same matrices will shortly recite the feedforward process that use same language talking about backpropagation there the data called xdimensions ones the input including bias the weight matrix that leads from input hidden layer sigmoidz onesm adding bias again sigmoidz supposing you only have one hidden layer feedforward stops here ill start backwards now and you can generalize appropriate must part your data the actual values the data with which you train your sigmod function has nice property that dsigmoidzdz sigmoidz sigmoidz endyou dont need the first column that corresponds the bias grad lambdazerossizew endm lamda the earning rate grad lambdazerossizew endm everything must place now except for the vectorized cost function which have minimized hope this helps bit
40143200,4347976,2016-10-19T23:37:20Z,40123820,1,this working example tested instance using rest table api insert change request its not true that can not http its whatever protocol your instance allows connect say from browser install requests package for python requests import requests set the request parameters url yourinstance base user username pwd password set proper headers headers the http request response requestsposturl authuser pwd headersheaders datashortdescriptiontest python check for http codes other than responsestatuscode printstatus responsestatuscode headers responseheaders error responseresponsejson exit decode the json response into dictionary and use the data data responsejson printdata
40143212,1491895,2016-10-19T23:38:17Z,40143190,5,use heredoc resultpython eof import stuff printall code one very long line eof
40143236,7045028,2016-10-19T23:40:57Z,40132400,1,ensure that updating the dependencies doesnt break anything version control must often you can update the deprecated dependencies without much trouble but there are definitely times where doing will cause breakage the package using what dont recommend doing ignoring the deprecation errors while its true that the package maintainer needs update their end the problem still very much yours many these outdated packages have known security vulnerabilities that are now going impacting your application get solid picture which dependencies are outdated run something like npm outdated depth defaults depth which will only check toplevel dependencies increasing the depth level some extent just example will reveal many more dependencies that are out date the more important thing you already noted finding out which these dependencies may have known vulnerabilities you can test for these vulnerabilities using tool like snyk which checks your dependencies against opensource database vulnerabilities snyk will let you patch your vulnerabilities using either cli automated github pull requests without upgrading the case that those upgrades break your code full disclosure work snyk that being said this exactly the problem its meant help with
40143237,327386,2016-10-19T23:41:01Z,28603060,0,with the above solutions textview was not positioned correctly this how got work the required that the alertcontroller keeps space for the message add many you like your textview height selfalertcontroller uialertcontroller title messagennnnnnnn yes uitextview textview uitextview alloc initwithframecgrectzero textvieweditable uidatadetectortypeall textviewtext some really long text here yes textviewbackgroundcolor uicolor clearcolor this will make the scroll view scrollable the text too long textviewscrollenabled yes nslayoutconstraint leadconstraint nslayoutconstraint toitemtextview multiplier constant nslayoutconstraint trailconstraint nslayoutconstraint toitemtextview multiplier constant nslayoutconstraint topconstraint nslayoutconstraint toitemtextview multiplier constant nslayoutconstraint bottomconstraint nslayoutconstraint toitemtextview multiplier constant addsubviewtextview nslayoutconstraint trailconstraint topconstraint bottomconstraint
40143247,333403,2016-10-19T23:42:35Z,40143190,0,tanks found the answer myself binbash some bash code endvalue pythoncodecat end python code starts here import math for rangeendvalue printi mathsqrti python code ends here end use the respython pythoncode continue with bash code echo res
40143322,642706,2016-10-19T23:50:35Z,40137110,1,tldr zoneddatetimeparse wed oct brst mmm hhmmss uuuu tolocaldate format formatstyleshort withlocale localeuk javatime you are using troublesome old datetime classes now legacy supplanted the javatime classes use real time zone never use the letter abbreviation such brst est ist they are not true time zones not standardized and not even unique specify proper time zone name the format continentregion for example americasaopaulo while the code below works this particular case not recommend exchanging data such your input you have influence over the data source change using standard iso formats for data exchange datetime values even better exchange strings created zoneddatetime that extend iso format appending the time zone name square brackets americasaopaulo best all usually convert such values utc before exchanging data javatime call toinstanttostring this generally best work utc applying time zone only where required such presentation the user example code string input wed oct brst datetimeformatter mmm hhmmss uuuu zoneddatetime zdt zoneddatetimeparse input zdttostring americasaopaulo see the same moment utc extract instant instant instant zdttoinstant instanttostring the localdate class represents dateonly value without timeofday and without time zone localdate zdttolocaldate ldtostring generate strings other formats search stack overflow for datetimeformatter class generally best let javatime localize automatically localize specify formatstyle determine how long abbreviated should the string locale determine the human language for translation name day name month and such and the cultural norms deciding issues abbreviation capitalization punctuation and such example locale localecanadafrench localeus localeitaly etc datetimeformatter string output ldformat about javatime the javatime framework built into java and later these classes supplant the troublesome old legacy datetime classes such javautildate calendar javatextsimpledateformat the jodatime project now maintenance mode advises migration javatime learn more see the oracle tutorial and search stack overflow for many examples and explanations specification jsr where obtain the javatime classes java and and later builtin part the standard java api with bundled implementation java adds some minor features and fixes java and much the javatime functionality backported java threetenbackport android the threetenabp project adapts threetenbackport mentioned above for android specifically see the threetenextra project extends javatime with additional classes this project proving ground for possible future additions javatime you may find some useful classes here such interval yearweek yearquarter and more
40143336,2239781,2016-10-19T23:52:08Z,40141860,0,came with very dirty workaround before bootstraping the module add the provider directly the annotations the class using the reflect api import reflectmetadata import mysecondrootmodule from mysecondrootmodule import servicetwo from servicetwo export class mysecondrootapplication constructor let servicetwo new servicetwo let annotations arrayany reflect mysecondrootmodule annotations providers undefined annotations providerspush provide servicetwo usevalue servicetwo else annotations providers provide servicetwo usevalue servicetwo reflect annotations type perform what ever else needs done know its bad but works the way using this method also provides the ability alter the templateurl for example you want use aspnet mvc partial view result
40143349,6934347,2016-10-19T23:54:02Z,40077010,0,solved own problem defining the following function adjusted the code provided tfimagecentralcropimage centralfraction the function randomcrop will crop image taking centralfraction drawn from uniform distribution you can just specify the min and max fraction you want you can replace randomuniform distribution different one obviously def randomcropimagefmin fmax from tensorflowpythonops import mathops from tensorflowpythonops import arrayops from import ops image opsconverttotensorimage nameimage fmin fmin raise valueerrorfmin must within fmax fmax raise valueerrorfmin must within imgshape arrayopsshapeimage depth imagegetshape myfrac tfrandomuniform minvalfmin maxvalfmax dtypetffloat seed nameuniformdist fractionoffset tfcastmathopsdiv mathopsdivmathopssub myfrac tfint bboxhstart mathopsdivimgshape fractionoffset bboxwstart mathopsdivimgshape fractionoffset bboxhsize imgshape bboxhstart bboxwsize imgshape bboxwstart bboxbegin arrayopspackbboxhstart bboxwstart bboxsize arrayopspackbboxhsize bboxwsize image arrayopssliceimage bboxbegin bboxsize the first two dimensions are dynamic and unknown imagesetshapenone none depth returnimage
40143389,4464432,2016-10-19T23:58:58Z,40142910,0,try add retrun false the mustbebelowuserlimit method def mustbebelowuserlimit accountpresent persisted accountuserscount userlimit errorsuserlimit can not have more than userlimit users return false end end
