40138380,6534180,2016-10-19T17:53:07Z,1,dataframe object not callable,trying create heatmap using python pycharms ive this code import numpy import pandas import matplotlib matplotlibuseagg import matplotlibpyplot plt data pdreadcsvfile freqmap for line data for item line not item freqmap freqmapitem for otheritem line not otheritem freqmap freqmapotheritem freqmapitemotheritem freqmapitemgetotheritem freqmapotheritemitem freqmapotheritemgetitem data freqmaptfillna printdf data stored into csv file each row represents sequence products that are associated consumer transactionthe typically basket market analysis when execute the code getting the following error traceback most recent call last file tespy line module data freqmaptfillna file line getitem return selfgetitemcolumnkey file line getitemcolumn return selfgetitemcachekey file line getitemcache res cachegetitem typeerror unhashable type dict how can solve this problem many thanks,python pandas matplotlib dataframe
40138420,5779305,2016-10-19T17:55:20Z,2,how make two labels consecutively second label correctly show new line,how make two labels consecutively that the second end the label the screen moved the remainder the text new line example first label got take the second label home screen,c# xamarin xamarin.forms labels
40138450,3345200,2016-10-19T17:56:49Z,1,html video fails load resouce browser,have simple html page that has video file the page using the video tag development environment the video works should the browser and plays when upload the files staging environment the video does not work and gives console error failed load resource the server responded with status not found all files are the correct locations within the folders have idea why this video works fine when test own development browser but fails load staging can anyone provide insight why this would occur indexhtml video classimgresponsive idvideo posterimagesposterimgpng source srcvideosmyvideomp typevideomp video folder structure mywebsiteindexhtml mywebsitevideosmyvideomp,html5 video
40139060,4851418,2016-10-19T18:32:24Z,1,how time child processes,assignment add dat file line line and output the results well able select which determines what portion the file process will deal with how many different processes and then send back the parent the end need time how long takes for the processes finish seconds and milliseconds but cant figure out how with code any help would awesome thanks this project creates processes add all numbers file the user will enter number parallel processes create for processing the numbers the system will then create this many processes evenly dividing the file contents between the processes for example the file has numbers and the user wants processes then each process would process numbers the file stdioh unistdh stdlibh sysstath stringh systimeh timeh struct message char buff struct time struct currenttime struct timeinfo timet rawtime time rawtime timeinfo localtime rawtime return timeinfo int main int argcchar argv struct timestart timeend timestart currenttime printfstarttime int startsectimestarttmsec int startmintimestarttmmin int ychild process number int pid char tmp printfplease enter number creating process scanfd printfdny int pfdptoc int pfdctop file fpchild select filename and open select file file char filename long size long childfilesize printfinput file namen fscanfstdins filename printffilename snfilename fpfopenfilenamerw iffpnull printffile not foundn else get file size fseekfp lseekend sizeftellfp printfthe file size ldnsize childfilesizesizey printfchildfilesize ldnchildfilesize fseekfp seekset create child processes int fori pipepfdptociparent child pipe create pipepfdctopichild parent pipe create pidfork ifpid process fail perrorfork failed exit ifpid child process create struct message mes struct timechildi timechildi currenttime mestime timechildi memcpymestime timechildi sizeofstruct printfnchildd runningni printfchilddmytime child process communication char filepath sprintffilepath childdtxt ichild txt create fpchildifopenfilepathw iffpchildi null printferror exit closepfdptoci int retinchild readpfdptoci meschildfilesize child reading via pipe int retoutchild fwritemes txt ifretinchild retoutchildperrorwrite write from child parent writepfdctopi mes retinchild exit parent process communication struct message mes ifpid parent process create parent process section sleep pipe reading file fparent fparentfopenparenttxtw fori iyi struct message mes int readsize freadmeschildfilesize int curpos ftellfp closepfdptoci writepfdptoci messize parent process writes txt file fori struct message mes closepfdctopi int retin readpfdctopi messize int retout fwritemes retinfparent ifretin retout perrorfwrite fclosefparent fclosefp timeend currenttime printfendtime int timemin timeendtmminstartmin printfend int timesec iftimeendtmsecstartsec timesec timeendtmsecstartsec else timesec timeendtmsecstartsec timemin printfend printftotal time dtimemintimesec return,c timer pipe fork parent-child
40139160,5298805,2016-10-19T18:37:28Z,2,radio dropdown same observable knockout,have same observable value assigned for radio list checked databind and for drop down list value databind select namecontrols databindoptions cars optionstextmake optionsvalueid value rootselectedid optionscaption select one select div databindforeach cars div input typeradio namecontrols databindchecked rootselectedid checkedvalue value iddiv databindtextmake div div since drop down always holds some value default select one selected value not allowing the user make selection radio button list when user clicks radio buttonn its not getting checkedselection can fix two different observables but due some reason want stay with same observable jsfiddle,jquery asp.net-mvc knockout.js
40139200,4526288,2016-10-19T18:40:13Z,1,reformat json file,have two json files file features attributes name ltype quad objectid shapelen geometry paths file features geometry type multilinestring coordinates type feature properties ltype shapelen name objectid quad would like file reformatted look like file change properties attributes coordinates paths and remove both type multilinestring and type feature what the best way this via python there way also reorder the attributes key value pairs look like file its rather large dataset and would like iterate through the entire file,python json reformatting
40139380,7044098,2016-10-19T18:52:41Z,1,readhtmltable and rvest not working for html table scraping,ive been attempting scrape the data from html table with issues url precip url html htmlnodesxpathdataout htmltable this returns warning message html deprecated use readhtml instead see helpdeprecated and precip list with values also attempted use the readhtmltable function readhtmltable header true stringasfactors false this returns another empty list,r web-scraping html-parsing rvest
40139490,7044110,2016-10-19T18:59:18Z,1,open journal system php fatal error out memory,new user open journal system and recently the errorlog the ojs platform appeared these kind messages php fatal error out memory allocated tried allocate bytes classesissueissueincphp line oct utc php fatal error out memory allocated tried allocate bytes line oct utc php fatal error out memory allocated tried allocate bytes line oct utc php fatal error out memory allocated tried allocate bytes classesissueissueincphp line relatively ignorant that sort things would like know the impact long term the running the site the integrity the database etc running shared hosting adding htaccess lines that set the php memory would change something moving better hosting virtual private server would help thank you,php .htaccess memory-management vpn fatal-error
40140000,6463324,2016-10-19T19:29:06Z,1,python with tcpdump subprocess how close subprocess properly,have python script capture network traffic with tcpdumb subprocess subprocesspopentcpdump cappcap stdoutsubprocesspipe timesleep pkill when this script complete work trying open output pcap file wireshark and getting this error the capture file appears have been cut short the middle packet what solution could applied for proper closing tcpdumb subprocess,python python-2.7 subprocess wireshark tcpdump
40140050,2191160,2016-10-19T19:33:01Z,1,tfs build agent publish packages feed,ive been unsuccessful with having build publish the new package feed tfs currently running tfs offline and using local build agent ive followed these instructions avail since the last image those instructions cropped around the url and that url was specific vsts online thought mine might wrong tried the following none worked using gives error when tries prompt for input credentials interactive mode using gives using gives same error using gives same error since some errors happened while trying interactive prompt thought might permission error the following links give some information but seems like the build agent should already the right category for publishing permissions anyone happen know solution thanks edit the build agent was running authoritynetwork service which the default the agent config removed this agent and configured run under user account which admin the system after doing was able publish without issues the packages using the url cece below has written there something else need get the permissions set for the default agent,tfs tfsbuild
40140260,6421277,2016-10-19T19:45:53Z,3,how you email swift automation test results,would like able email automation test results team not sure how get this done point the right direction would really helpful have found code that will able send out email however fill the body with the results would need know the file that xcode storing them which not able find this just ideas that throwing out there there better way about this all ears thank you for your help,xcode email automation xctest
40140390,3828443,2016-10-19T19:54:38Z,1,hash function issue adding functionality,tried adding functionality the djb hash function but doesnt appear like the changes specifically trying include loop that converts words strings lower case throws the following two errors incompatible integer pointer conversion assigning char from int cannot increment value type char note that the original code str appeared the while loop this first hash table and rather shaky pointers any insight where ive gone wrong would appreciated djb dan bernstein slightly modified unsigned int hashfunctionconst char str unsigned int hash int char string for int stri stringi tolowerstri while string hash hash hash hash return hash lists,c hash hashmap hashtable
40140510,5000868,2016-10-19T20:02:25Z,1,inheriting from class two databases connection php,app used one database only and created class provide some common methods now need implement additional database instead creating separate class same things want call that class with related parameters problem when try extend class with class where provide methods app database connection isnt established null both main and user are using different databases class main extends class user extends why something like this doesnt work class protected link private host private user private pass private dbname public function constructhost user pass thishost host thisuser user thispass pass thisdbname thisconnect public function connect try thislink new pdomysqlhost thishost dbname thisdbname charsetutf thisuser thispass pdoerrmodeexception false catch pdoexception exc new dbhost userpassdb class main extends public function construct app methods bellow new dbhost user pass class user extends public function construct app methods bellow what would easiest solution implement two different database connections thanks edit after updating code suggested have issues with accessing connection property not able queries main and user class what really confuses the reason why that property isnt visible main class main class methods are depending heavily link and not sure how fix this updated code class main protected public function constructdb thisdb public function showfreeslotsperplan try sql some query stmt thisdbpreparesql prepared statements bellow class protected link private host private user private pass private dbname public function constructhost user pass thishost host thisuser user thispass pass thisdbname thisconnect and calling suggested new dbhost user pass main new maindb and try call method showfreeslotsperplan fatal error call undefined method dbprepare then when debug instance main get the following main object dbprotected object linkprotected pdo object hostdbprivate localhost userdbprivate root passdbprivate password dbnamedbprivate dbname edit workaround adding prepare method the dbphp and was able execute query successfully still not sure this best aproach admit that design not good all public function preparesqlquery return thislinkpreparesqlquery,php mysql database extends
40140660,6913309,2016-10-19T20:11:11Z,1,print random line from txt file,using randomrandint generate random number and then assigning that number variable then want print the line with the number assigned the variable but keep getting the error list index out range heres what tried openfilename txt lines freadlines randline random randint print linesrandline,python random
40140720,5646316,2016-10-19T20:14:40Z,1,adding int and int kotlin,ran into problem which seems simple that everyone should have ran into some point another yet failed find solution anywhere copied from the repl var int var int null else error none the following functions can called with supplied argument followed the various implementations kotlinintplus what trying add together int and int and like the result int very simple course aware the operator however want avoid using this whenever possible not changesafe null else aware the following solution which handles nullsafety and avoids the use the operator question the following there way addition with the use ifelse block andor when block which does not require the use the operator reason for preferring the use ifelse and not the elvis operator intelligibility for people from languages without elvis operator like get close null else possible thank you problem motivation unclear contrary the design intent kotlin please let know sure may able assert that some variable safe the time when its added but this assertion will remain there even code around changes possibly making the assertion invalid thus negating one kotlins points null safety,kotlin
40141000,5568935,2016-10-19T20:31:39Z,1,html select options from python list,writing python cgi script setup hadoop cluster want create html select dropdown where the options are taken from python list this possible ive looked around lot couldnt find any proper answer this this what ive found far another thread def makeselectnamevalues sel select name selectn opt option value optionn return selformatname joinoptformatv for values really need some help please thanks,python html cgi
40141260,839224,2016-10-19T20:48:21Z,1,selenium run chrome raspberry,your seeing this guess you are looking run chromium raspberry with selenium like this driver like this webdriverchrome,python selenium raspberry-pi
40141370,3598102,2016-10-19T20:55:40Z,1,google compute engine canceling execution linux execute background,solved was actually linux question have instance google compute engine that want execute iterations genetic algorithm the thing everytime lose the ssh connection cancels the execution and dont want happen ive searched the options and for similar problems the internet but couldnt find any help there any way keep the execution the google cloud instance even not connected via ssh,linux google-compute-engine google-cloud-platform
40141540,3799576,2016-10-19T21:06:36Z,1,easier way check string contains only one type letter python,have string want way measure string has only one type letter for example the string above would return true because only has two but this string would not ive been iteratively going through the string having made into array was hoping someone knew easier way,python string python-3.x
40141570,5602505,2016-10-19T21:08:47Z,1,using the over clause tsql select distinct all columns except one,have table with cola colb colc cold need select distinct all columns except for cola ive found some examples that demonstrate the use the over clause tsql achieve this however they have been pretty specific and such difficult apply situation any insight anyone can will greatly appreciated,sql-server tsql window-functions
40141580,6674630,2016-10-19T21:09:48Z,1,assignment raw pointers uniqueptr nodes linked list,trying figure out how update tail raw pointer new tail after removing node linked list homework ive defined the head and tail stduniqueptrnode head node tail and function for removing node from the back have the following implementation int dequeremoveback empty throw stduniqueptrnode old node headget int returnvalue tailval while pnext tail pnext old movetail tail return returnvalue tail raw pointer type node raw pointer type node head unique pointer type node setting headget now points the head pnext should iterating down nodes the problem that pnext tail pnext pointer the next node following whatever trying set pointer node equal raw pointer type node tail its telling cant this believe its due pnext not changing into owning pointer instead the observing one declared errors dequecpp error match for operator operand types are stduniqueptrnode and node dequecpp error cannot convert stduniqueptrnode node assignment dequecpp error match for operator operand types are stduniqueptrnode and aka node,c++ pointers types linked-list nodes
40141790,3088349,2016-10-19T21:28:00Z,1,intellij idea false class error,after updating latest intellij community when create new class that requires import new library class some times when have code errors shows red line under the class name but after fixing the error the red line still present but the class works fine example one the scenarios have had working class have previously worked with jfree chart example have copied the class new project and added the orgjfree dependency maven after updating maven was able build and run the class with out problems but kept the red line when intellij need make mass error line updates does not refresh the red line even thus fixed note this behavior doesnt happen for small error issues this issue didnt occur previous versions rebuilding and cleaning project does not help solution right now restart ide question this bug some setting have this version software info build built october jre release jvm openjdk server windows with latest updates here example the error,intellij-idea intellij-idea-2016
40142050,7044231,2016-10-19T21:46:31Z,1,tostring net missing localization option general and many classes,problem use german windows installation and therefore occasionally stumble over something that looks like misbehaviour net while dealing with string representations objects most often the underlying issue misbehaviour some tostring implementation within the current culture soon that differs from the invariantculture enus the culture cultureinfo encodes how numbers and dates are formatted which language use and more there are many properties this type each thread has its current culture the wpf has one and more often the current culture what you want when calling tostring object but sometimes you want have specific target culture and many cases its not supported choose without hacking around see best solution have far below current state systemobject implements basic tostring many classes override and its best practice soon there are useful information provide beyond the class name overloads tostring exist for many classes some have overload tostringcultureinfo culture that accepts the culture use but not all pretty sure some cases are not chosen design see the geometry class example below but own classes using derived tostring implementations from other objects different types can challenging when you want support localization there clean way push the culture down that call example geometry class another issue faced now was snoop quite useful tool inspect any wpf user interface running program here inspected geometry object and its tostring which guess should return the minilanguage that used xaml easily encode the geometry but couldnt use the output such scrambled separators the decimal separator enus was replaced the german the comma that separated the values from each other was replaced semicolon there specification about the purpose the tostring but for seems obvious that for the enus culture which assume the main language microsofts developers geometrytostring should return reuseable mini language encoding you would use xaml yourself and cannot believe that its design decision use similar but unuseable encoding other languages best solution have far having some unknown object where want have the string representation given locale the best solution know consists three steps where not entirely sure they are safe use public string tostringwithculturethis object self cultureinfo targetculture var storedculture try targetculture return selftostring finally storedculture the basic principle switch the current culture the desired one before and switch back again after calling tostring the target object known possible limitations the existing tostring that called self dispatches another thread generate the string not sure why any implementation should something like that some parts the code might run with another current thread culture set this case the defined currentculture doesnt work the thread waits somewhere inside the tostring call and another task dispatched this thread meanwhile this other task might accidently get the forced targetculture for its own operations not sure thats the case have idea what the costs for switching the thread culture are might expensive questions this implementation safe use are there limitations possible break working code switching the wrong culture for some other thread there better way solve this problem necessary extend the net framework apis support localized tostring would happy get some ideas,c# .net string tostring
40142060,4944254,2016-10-19T21:47:28Z,1,idiomatic handle all returned errors,many functions return errors fit interface but these errors are always nil should these errors still checked example for this the cryptosha write function which does not set the err value the code does not need err sha hasherwritebuffer err nil logprintfsha could not calculated err but only sha hasherwritebuffer the second option shorter and cleaner and lot about simple code but suggested handle all errors but remember whatever you always check your errors clearly must handle any errors cant just ignore them href which the best way,go error-handling
40142110,1102835,2016-10-19T21:52:30Z,1,gradle parent and subprojects siblings,gradle multimodule project can the parent and subprojects siblings parent buildgradle settingsgradle subproject buildgradle subdirectory submodule buildgradle submodule buildgradle,gradle
40142870,2472888,2016-10-19T23:01:59Z,1,mvc remote validation not rendering,have model called itemcodemodel that defined outside mvc project different project here the model below public class itemcodemodel public guid itemid get set required regularexpressionazaz errormessage item code requires alphabet number stringlength errormessage item code must less than characters remoteitemcodeexists validation errormessage item code already exists displayname item code public string itemcode get set required stringlength errormessage item description must less than characters displayname item description public string itemdescription get set mvc project have the below function validationcontroller public jsonresult itemcodeexistsstring itemcode then edititemcodeview contains the following syntax for property itemcode editorformodel modelitemcode new htmlattributes new formcontrol modelitemcode new textdanger the issue having that view rendering this input classformcontrol textbox singleline iditemcode nameitemcode typetext valuexxxx instead rendering all the dataval attributes decorated itemcode property itemcodemodel input classformcontrol textbox singleline datavaltrue datavallengthitem code must less than characters datavallengthmax datavalregexitem code requires alphabet number datavalregexpatternazaz datavalremoteitemcode already exists datavalrequiredthe item code field required iditemcode nameitemcode typetext valuexxxx since these attributes are missing validations are not being triggered remove the remote declaration from itemcode the view correctly renders all data annotations and validations are triggered having the remote validation decoration somehow removes these attributes from the view addition not rendering itself however define the same model within the mvc project the models folder the view correctly renders all required dataval attributes and validation triggered there something missing creating the model separate library and having the mvc project reference,c# asp.net-mvc remote-validation
40143070,1031791,2016-10-19T23:23:31Z,6,what exactly makes type system consistent,ive taken andrs kovcss dbindexhs very simple implementation dependently typed core and tried simplifying even further much possibly could without breaking the type system after several simplifications was left with something much smaller language lambdacase viewpatterns data term int term term term term deriving show data vterm int vterm vterm vterm vterm vterm type ctx vterm vterm int eval bool term term eval typ term err quote eval term typ where eval term bool ctx vterm eval eval eval typ ctxvs typ then else eval typ ctxvstsd where eval false ctx eval typ vvs ats eval typ ctx where eval typ ctx eval false ctx eval true ctx case check then else type mismatch non function application check vterm vterm bool check true check quote quote err term term err term term then term else where false true quote int vterm term quote case quote quote quote quote reduce term term reduce eval false typeof term term typeof eval true the problem that have idea what makes type system consistent had criteria other than intuition and probably broke several ways more less does what think type system should though main main let nat let nat succ nnat let succ nat zero let zero add xnat ynat let add nat nat bool let bool false let false true let true loop let loop natorboolid abool tif then nat else bool let natorboolid bool nat bool nat let zero let succ zero let succ let succ let succ let succ tests let test name pass putstrln pass then else err name putstrln true and false are bools test typeof true bool typeof true bool test typeof false bool typeof false bool putstrln calling true nat two nats selects the first one test reduce true nat reduce true nat reduce test typeof true nat nat typeof true nat nat putstrln calling true nat bool type error test reduce true nat true reduce true nat true test reduce true nat true reduce true nat true putstrln more type errors test reduce succ true reduce succ true putstrln addition works test reduce add reduce add reduce test typeof add nat typeof add nat putstrln loop isnt typeable test typeof loop typeof loop putstrln function with type that depends value test typeof natorboolid true nat typeof natorboolid true nat test typeof natorboolid true true typeof natorboolid true true test typeof natorboolid false typeof natorboolid false test typeof natorboolid false true bool typeof natorboolid false true bool question what exactly makes system consistent specifically what problems get from the things did removing merging infereval etc can those somehow justified generating different system but still correct basically possible fix this system make suitable the core dependently typed language just like coc while keeping small runnable code,haskell types functional-programming agda lambda-calculus
40143190,333403,2016-10-19T23:36:01Z,1,how execute multiline python code from bash script,need extend shell script bash much more familiar with python want this writing some lines python code which depends variables from the shell script adding extra python file not option resultpython import stuff printall code one very long line not very readable would prefer specify python code multiline string and then execute,python bash multiline
40143340,7028647,2016-10-19T23:52:50Z,1,obfuscating code android studio,under minifyenabled changed from false true buildtypes release minifyenabled true proguardfiles proguardrulespro then generated signed apk and used javadecompilerscom see files had been altered and the classesvariables etc were still the same also attempted use dex jar but the terminal stated that files were found also attempted export android studio project jar file any other suggestions,android android-studio
